Data Source,TIMEFRAME (DD/MM/YYYY),Volumetric Flow Meter 1,Volumetric Flow Meter 2,Pump Speed (RPM),Pump Torque ,Ambient Temperature,Horse Power,Pump Efficiency,PUMP FAILURE (1 or 0)
Raw,9/12/2014 5:53,40.47,42.96,100,206,46,3.92,78.11,0
Raw,9/12/2014 5:54,42.68,41.49,87,218,48,3.61,75.44,0
Raw,9/12/2014 5:55,43.86,40.34,83,193,47,3.05,73.35,0
Raw,9/12/2014 5:56,41.99,41.96,84,219,45,3.50,76.29,0
Raw,9/12/2014 5:57,41.53,42.56,80,217,47,3.31,77.38,0
Raw,9/12/2014 5:58,41.06,42.81,85,218,45,3.53,77.84,0
Raw,9/12/2014 5:59,42.5,43.71,99,211,45,3.98,79.47,0
Raw,9/12/2014 6:00,43.39,40.75,98,195,49,3.64,74.09,0
Raw,9/12/2014 6:01,40.21,41.87,84,205,47,3.28,76.13,0
Raw,9/12/2014 6:02,41.79,40.12,87,195,51,3.23,72.95,0
Raw,9/12/2014 6:03,40.88,41,80,192,50,2.92,74.55,0
Raw,9/12/2014 6:04,40.27,42.99,91,188,54,3.26,78.16,0
Raw,9/12/2014 6:05,40.26,42.19,100,185,49,3.52,76.71,0
Raw,9/12/2014 6:06,43.22,41.27,96,211,45,3.86,75.04,0
Raw,9/12/2014 6:07,42,43.93,98,185,55,3.45,79.87,0
Raw,9/12/2014 6:08,43.18,41.27,85,202,54,3.27,75.04,0
Raw,9/12/2014 6:09,43.41,43.8,99,208,47,3.92,79.64,0
Raw,9/12/2014 6:10,40.66,42.34,94,208,54,3.72,76.98,0
Raw,9/12/2014 6:11,43.97,43.03,99,199,52,3.75,78.24,0
Raw,9/12/2014 6:12,40.27,43.61,92,217,47,3.80,79.29,0
Raw,9/12/2014 6:13,43.58,42.91,89,183,52,3.10,78.02,0
Raw,9/12/2014 6:14,43.51,42.35,93,201,46,3.56,77.00,0
Raw,9/12/2014 6:15,41.19,41.02,90,183,52,3.14,74.58,0
Raw,9/12/2014 6:16,40.28,43.01,85,205,50,3.32,78.20,0
Raw,9/12/2014 6:17,43.99,41.87,80,180,50,2.74,76.13,0
Raw,9/12/2014 6:18,43.5,42.58,87,180,47,2.98,77.42,0
Raw,9/12/2014 6:19,42.13,41.11,86,189,50,3.09,74.75,0
Raw,9/12/2014 6:20,43.47,42.81,99,214,45,4.03,77.84,0
Raw,9/12/2014 6:21,42.41,41.48,97,202,47,3.73,75.42,0
Raw,9/12/2014 6:22,43.21,42.15,98,184,51,3.43,76.64,0
Raw,9/12/2014 6:23,41.58,43.29,95,199,48,3.60,78.71,0
Raw,9/12/2014 6:24,40.6,42.34,84,185,50,2.96,76.98,0
Raw,9/12/2014 6:25,41.79,41.28,83,214,48,3.38,75.05,0
Raw,9/12/2014 6:26,42.13,42.58,89,217,46,3.68,77.42,0
Raw,9/12/2014 6:27,43.78,40.57,82,192,53,3.00,73.76,0
Raw,9/12/2014 6:28,41.24,40.83,81,188,55,2.90,74.24,0
Raw,9/12/2014 6:29,41.18,40.37,90,218,53,3.74,73.40,0
Raw,9/12/2014 6:30,43.21,42.33,89,195,51,3.30,76.96,0
Raw,9/12/2014 6:31,43.15,40.09,80,218,52,3.32,72.89,0
Raw,9/12/2014 6:32,43.35,40.24,80,184,53,2.80,73.16,0
Raw,9/12/2014 6:33,40.39,40.87,83,203,46,3.21,74.31,0
Raw,9/12/2014 6:34,41.48,43.34,82,183,45,2.86,78.80,0
Raw,9/12/2014 6:35,40.09,40.16,89,197,48,3.34,73.02,0
Raw,9/12/2014 6:36,42.64,43.44,100,182,48,3.47,78.98,0
Raw,9/12/2014 6:37,41.38,41.58,95,215,50,3.89,75.60,0
Raw,9/12/2014 6:38,40.83,42.52,94,208,45,3.72,77.31,0
Raw,9/12/2014 6:39,42.74,41.88,100,220,50,4.19,76.15,0
Raw,9/12/2014 6:40,41.5,41.56,89,199,45,3.37,75.56,0
Raw,9/12/2014 6:41,43.42,41.08,88,195,46,3.27,74.69,0
Raw,9/12/2014 6:42,42.64,42.8,87,220,50,3.64,77.82,0
Raw,9/12/2014 6:43,42.25,40.97,92,180,53,3.15,74.49,0
Raw,9/12/2014 6:44,43.67,40.87,100,218,45,4.15,74.31,0
Raw,9/12/2014 6:45,42.59,41.86,80,214,45,3.26,76.11,0
Raw,9/12/2014 6:46,41,40.17,80,196,50,2.99,73.04,0
Raw,9/12/2014 6:47,41.33,42.82,81,213,51,3.29,77.85,0
Raw,9/12/2014 6:48,41.02,40.44,86,197,54,3.23,73.53,0
Raw,9/12/2014 6:49,42.94,43.35,94,193,48,3.45,78.82,0
Raw,9/12/2014 6:50,41.8,41.54,90,209,55,3.58,75.53,0
Raw,9/12/2014 6:51,40.47,42.23,98,202,45,3.77,76.78,0
Raw,9/12/2014 6:52,41.28,41.4,81,220,46,3.39,75.27,0
Raw,9/12/2014 6:53,40.68,42.64,86,188,55,3.08,77.53,0
Raw,9/12/2014 6:54,42.27,43.4,99,220,46,4.15,78.91,0
Raw,9/12/2014 6:55,42.58,43.18,86,217,47,3.55,78.51,0
Raw,9/12/2014 6:56,41.44,41.17,80,213,48,3.24,74.85,0
Raw,9/12/2014 6:57,43.97,40.36,81,209,55,3.22,73.38,0
Raw,9/12/2014 6:58,43.23,41.44,84,211,50,3.37,75.35,0
Raw,9/12/2014 6:59,41.87,42.4,98,202,47,3.77,77.09,0
Raw,9/12/2014 7:00,40.78,40.37,80,193,46,2.94,73.40,0
Raw,9/12/2014 7:01,42.37,41,81,217,47,3.35,74.55,0
Raw,9/12/2014 7:02,42.62,42.22,100,187,46,3.56,76.76,0
Raw,9/12/2014 7:03,41.49,42.6,100,186,47,3.54,77.45,0
Raw,9/12/2014 7:04,41,41.9,100,196,55,3.73,76.18,0
Raw,9/12/2014 7:05,43.08,42.29,96,200,54,3.66,76.89,0
Raw,9/12/2014 7:06,42.06,40.41,94,216,51,3.87,73.47,0
Raw,9/12/2014 7:07,41.78,43.01,87,216,47,3.58,78.20,0
Raw,9/12/2014 7:08,40.84,43.79,98,204,46,3.81,79.62,0
Raw,9/12/2014 7:09,40.34,40.79,83,182,55,2.88,74.16,0
Raw,9/12/2014 7:10,40.69,43.8,88,203,45,3.40,79.64,0
Raw,9/12/2014 7:11,41.2,40.49,86,192,53,3.14,73.62,0
Raw,9/12/2014 7:12,40.2,41.54,87,201,46,3.33,75.53,0
Raw,9/12/2014 7:13,42.96,42.77,95,189,47,3.42,77.76,0
Raw,9/12/2014 7:14,40.05,43.83,84,199,50,3.18,79.69,0
Raw,9/12/2014 7:15,40.04,40.88,89,220,49,3.73,74.33,0
Raw,9/12/2014 7:16,43.1,40.96,96,211,54,3.86,74.47,0
Raw,9/12/2014 7:17,43.83,40.46,96,198,55,3.62,73.56,0
Raw,9/12/2014 7:18,41.43,41.48,95,215,46,3.89,75.42,0
Raw,9/12/2014 7:19,43.77,42.76,88,200,53,3.35,77.75,0
Raw,9/12/2014 7:20,42.31,41.6,90,196,46,3.36,75.64,0
Raw,9/12/2014 7:21,40.41,42.21,81,205,49,3.16,76.75,0
Raw,9/12/2014 7:22,42.53,43.4,92,217,50,3.80,78.91,0
Raw,9/12/2014 7:23,43.44,41.94,90,189,49,3.24,76.25,0
Raw,9/12/2014 7:24,40.51,40.02,97,220,51,4.06,72.76,0
Raw,9/12/2014 7:25,43.44,42.55,85,201,47,3.25,77.36,0
Raw,9/12/2014 7:26,42.77,40.89,98,197,54,3.68,74.35,0
Raw,9/12/2014 7:27,40.4,41.28,84,182,52,2.91,75.05,0
Raw,9/12/2014 7:28,40.46,40.98,95,202,50,3.65,74.51,0
Raw,9/12/2014 7:29,43.36,43.56,80,213,53,3.24,79.20,0
Raw,9/12/2014 7:30,41.79,40.33,81,197,52,3.04,73.33,0
Raw,9/12/2014 7:31,40.1,43.68,94,213,51,3.81,79.42,0
Raw,9/12/2014 7:32,43.97,41.73,84,187,50,2.99,75.87,0
Raw,9/12/2014 7:33,42.51,40.31,85,184,48,2.98,73.29,0
Raw,9/12/2014 7:34,40.22,41.21,88,188,47,3.15,74.93,0
Raw,9/12/2014 7:35,41.59,41.62,80,192,45,2.92,75.67,0
Raw,9/12/2014 7:36,43.16,42.03,86,203,53,3.32,76.42,0
Raw,9/12/2014 7:37,40.22,43.51,94,202,53,3.62,79.11,0
Raw,9/12/2014 7:38,43.63,43.98,87,195,45,3.23,79.96,0
Raw,9/12/2014 7:39,43.18,42.85,100,199,53,3.79,77.91,0
Raw,9/12/2014 7:40,41.08,43.52,82,215,48,3.36,79.13,0
Raw,9/12/2014 7:41,40.3,43.4,80,183,53,2.79,78.91,0
Raw,9/12/2014 7:42,41.25,43.38,80,214,50,3.26,78.87,0
Raw,9/12/2014 7:43,40.87,42,99,203,48,3.83,76.36,0
Raw,9/12/2014 7:44,40.74,41.43,99,209,55,3.94,75.33,0
Raw,9/12/2014 7:45,41.45,41.14,93,194,51,3.44,74.80,0
Raw,9/12/2014 7:46,41.57,43.87,85,181,53,2.93,79.76,0
Raw,9/12/2014 7:47,43.79,41.3,80,208,55,3.17,75.09,0
Raw,9/12/2014 7:48,42.15,40.43,99,184,47,3.47,73.51,0
Raw,9/12/2014 7:49,41.59,40.54,82,215,55,3.36,73.71,0
Raw,9/12/2014 7:50,42.61,41.65,90,207,52,3.55,75.73,0
Raw,9/12/2014 7:51,40.94,40.89,91,196,53,3.40,74.35,0
Raw,9/12/2014 7:52,40.53,42.26,89,189,52,3.20,76.84,0
Raw,9/12/2014 7:53,42.73,40.44,93,193,51,3.42,73.53,0
Raw,9/12/2014 7:54,40.23,43.61,82,199,55,3.11,79.29,0
Raw,9/12/2014 7:55,43.79,42.28,80,190,53,2.89,76.87,0
Raw,9/12/2014 7:56,42.1,43,92,217,51,3.80,78.18,0
Raw,9/12/2014 7:57,41.25,42.45,83,212,54,3.35,77.18,0
Raw,9/12/2014 7:58,40.56,41.78,94,213,50,3.81,75.96,0
Raw,9/12/2014 7:59,43.31,42.97,87,205,49,3.40,78.13,0
Raw,9/12/2014 8:00,41.66,43.11,100,217,47,4.13,78.38,0
Raw,9/12/2014 8:01,41.34,43.71,80,210,50,3.20,79.47,0
Raw,9/12/2014 8:02,41.27,43.06,82,207,47,3.23,78.29,0
Raw,9/12/2014 8:03,43.49,43,82,183,54,2.86,78.18,0
Raw,9/12/2014 8:04,40.7,42.99,99,220,53,4.15,78.16,0
Raw,9/12/2014 8:05,42.94,40.23,100,183,52,3.48,73.15,0
Raw,9/12/2014 8:06,41.33,43.45,93,219,46,3.88,79.00,0
Raw,9/12/2014 8:07,40.53,40.76,98,197,46,3.68,74.11,0
Raw,9/12/2014 8:08,40.25,40.7,87,182,49,3.01,74.00,0
Raw,9/12/2014 8:09,43.95,41.31,90,200,48,3.43,75.11,0
Raw,9/12/2014 8:10,43.04,41.45,80,218,48,3.32,75.36,0
Raw,9/12/2014 8:11,42.46,40.66,82,200,52,3.12,73.93,0
Raw,9/12/2014 8:12,43.81,42.64,80,182,55,2.77,77.53,0
Raw,9/12/2014 8:13,41.9,43.82,85,216,50,3.50,79.67,0
Raw,9/12/2014 8:14,43.78,41.27,86,204,47,3.34,75.04,0
Raw,9/12/2014 8:15,42.13,40.02,97,195,52,3.60,72.76,0
Raw,9/12/2014 8:16,41.86,40.33,87,194,47,3.21,73.33,0
Raw,9/12/2014 8:17,42.6,40.07,98,194,55,3.62,72.85,0
Raw,9/12/2014 8:18,42.02,42.29,81,186,47,2.87,76.89,0
Raw,9/12/2014 8:19,40.36,43.56,86,182,50,2.98,79.20,0
Raw,9/12/2014 8:20,43.78,43.75,90,213,46,3.65,79.55,0
Raw,9/12/2014 8:21,40.66,41.07,83,194,45,3.07,74.67,0
Raw,9/12/2014 8:22,43.18,41.99,96,220,54,4.02,76.35,0
Raw,9/12/2014 8:23,43.65,41.43,98,214,51,3.99,75.33,0
Raw,9/12/2014 8:24,41.54,41.24,96,194,47,3.55,74.98,0
Raw,9/12/2014 8:25,40.43,42.78,90,187,53,3.20,77.78,0
Raw,9/12/2014 8:26,41.85,41.37,91,183,50,3.17,75.22,0
Raw,9/12/2014 8:27,43,41.57,99,199,47,3.75,75.58,0
Raw,9/12/2014 8:28,43.29,41.47,85,202,52,3.27,75.40,0
Raw,9/12/2014 8:29,43.87,41.15,93,216,46,3.82,74.82,0
Raw,9/12/2014 8:30,42.1,41.04,90,190,51,3.26,74.62,0
Raw,9/12/2014 8:31,41.02,41.46,86,200,45,3.27,75.38,0
Raw,9/12/2014 8:32,40,42.46,89,220,50,3.73,77.20,0
Raw,9/12/2014 8:33,41.41,42.76,99,196,49,3.69,77.75,0
Raw,9/12/2014 8:34,42.32,41.3,98,180,53,3.36,75.09,0
Raw,9/12/2014 8:35,43.66,40.77,96,211,50,3.86,74.13,0
Raw,9/12/2014 8:36,40.21,42.82,93,213,51,3.77,77.85,0
Raw,9/12/2014 8:37,40.51,40.72,97,184,51,3.40,74.04,0
Raw,9/12/2014 8:38,41.15,41.88,84,215,49,3.44,76.15,0
Raw,9/12/2014 8:39,41.63,43.22,93,215,55,3.81,78.58,0
Raw,9/12/2014 8:40,42.71,40.62,100,199,49,3.79,73.85,0
Raw,9/12/2014 8:41,42.46,40.6,91,193,53,3.34,73.82,0
Raw,9/12/2014 8:42,42.99,43.08,89,219,45,3.71,78.33,0
Raw,9/12/2014 8:43,43.67,41.58,85,201,48,3.25,75.60,0
Raw,9/12/2014 8:44,42.08,42.48,93,219,45,3.88,77.24,0
Raw,9/12/2014 8:45,40.02,41.03,88,186,47,3.12,74.60,0
Raw,9/12/2014 8:46,41.7,41.14,82,209,55,3.26,74.80,0
Raw,9/12/2014 8:47,40.38,40.78,90,203,50,3.48,74.15,0
Raw,9/12/2014 8:48,40.19,40.47,95,206,52,3.73,73.58,0
Raw,9/12/2014 8:49,43.74,41.72,84,192,47,3.07,75.85,0
Raw,9/12/2014 8:50,43.34,43.19,84,191,48,3.05,78.53,0
Raw,9/12/2014 8:51,42.44,43.65,95,220,45,3.98,79.36,0
Raw,9/12/2014 8:52,43.35,41.03,94,188,46,3.36,74.60,0
Raw,9/12/2014 8:53,41.2,40.06,92,191,49,3.35,72.84,0
Raw,9/12/2014 8:54,42.52,43.39,100,210,53,4.00,78.89,0
Raw,9/12/2014 8:55,41.64,42.22,83,197,49,3.11,76.76,0
Raw,9/12/2014 8:56,43.96,43.39,100,195,50,3.71,78.89,0
Raw,9/12/2014 8:57,43.56,42.04,99,199,47,3.75,76.44,0
Raw,9/12/2014 8:58,42.71,40.42,95,188,51,3.40,73.49,0
Raw,9/12/2014 8:59,43.33,43.21,96,220,48,4.02,78.56,0
Raw,9/12/2014 9:00,43.47,43.94,87,219,47,3.63,79.89,0
Raw,9/12/2014 9:01,42.46,43.75,81,203,51,3.13,79.55,0
Raw,9/12/2014 9:02,40.37,42.83,93,196,52,3.47,77.87,0
Raw,9/12/2014 9:03,43.05,41.35,96,215,52,3.93,75.18,0
Raw,9/12/2014 9:04,41.37,42.09,95,212,48,3.83,76.53,0
Raw,9/12/2014 9:05,42.97,42.36,91,206,55,3.57,77.02,0
Raw,9/12/2014 9:06,42.67,43.59,90,181,47,3.10,79.25,0
Raw,9/12/2014 9:07,42.31,43.53,84,182,46,2.91,79.15,0
Raw,9/12/2014 9:08,43.44,41.85,82,198,48,3.09,76.09,0
Raw,9/12/2014 9:09,41.71,43.58,87,186,50,3.08,79.24,0
Raw,9/12/2014 9:10,41.01,41.57,97,189,52,3.49,75.58,0
Raw,9/12/2014 9:11,42.08,42,83,184,54,2.91,76.36,0
Raw,9/12/2014 9:12,41.38,43.32,100,203,54,3.87,78.76,0
Raw,9/12/2014 9:13,41.63,42.09,96,218,48,3.98,76.53,0
Raw,9/12/2014 9:14,43.85,40.48,81,213,45,3.29,73.60,0
Raw,9/12/2014 9:15,40.14,42.29,84,213,55,3.41,76.89,0
Raw,9/12/2014 9:16,43.06,43.07,95,199,46,3.60,78.31,0
Raw,9/12/2014 9:17,42.94,40.94,97,195,46,3.60,74.44,0
Raw,9/12/2014 9:18,42.39,43.57,97,205,45,3.79,79.22,0
Raw,9/12/2014 9:19,40.39,43.67,91,189,54,3.27,79.40,0
Raw,9/12/2014 9:20,40.87,40.75,86,204,45,3.34,74.09,0
Raw,9/12/2014 9:21,42.32,42.32,86,218,49,3.57,76.95,0
Raw,9/12/2014 9:22,42.03,43.44,99,199,49,3.75,78.98,0
Raw,9/12/2014 9:23,42.44,42.97,87,184,52,3.05,78.13,0
Raw,9/12/2014 9:24,41.95,43.86,85,209,49,3.38,79.75,0
Raw,9/12/2014 9:25,43.59,42,89,204,54,3.46,76.36,0
Raw,9/12/2014 9:26,42.09,43.29,100,204,47,3.88,78.71,0
Raw,9/12/2014 9:27,42.72,40.37,99,198,54,3.73,73.40,0
Raw,9/12/2014 9:28,43.25,40.35,88,208,55,3.49,73.36,0
Raw,9/12/2014 9:29,40.28,43.15,80,188,45,2.86,78.45,0
Raw,9/12/2014 9:30,43.13,42.95,84,191,52,3.05,78.09,0
Raw,9/12/2014 9:31,40.02,40.1,87,204,54,3.38,72.91,0
Raw,9/12/2014 9:32,40.11,40.59,85,217,45,3.51,73.80,0
Raw,9/12/2014 9:33,41.38,43.68,92,207,50,3.63,79.42,0
Raw,9/12/2014 9:34,42.43,40.16,98,181,49,3.38,73.02,0
Raw,9/12/2014 9:35,41.13,42,93,202,47,3.58,76.36,0
Raw,9/12/2014 9:36,40.51,41.06,84,199,54,3.18,74.65,0
Raw,9/12/2014 9:37,43.58,43.59,81,187,46,2.88,79.25,0
Raw,9/12/2014 9:38,40.81,42.08,95,206,55,3.73,76.51,0
Raw,9/12/2014 9:39,43.66,43.21,83,214,45,3.38,78.56,0
Raw,9/12/2014 9:40,43.92,43.1,80,201,53,3.06,78.36,0
Raw,9/12/2014 9:41,41.42,42.44,96,207,46,3.78,77.16,0
Raw,9/12/2014 9:42,42.91,41.85,91,209,49,3.62,76.09,0
Raw,9/12/2014 9:43,42.98,41.2,80,200,55,3.05,74.91,0
Raw,9/12/2014 9:44,42.29,43.66,90,209,48,3.58,79.38,0
Raw,9/12/2014 9:45,41.03,40.93,93,199,49,3.52,74.42,0
Raw,9/12/2014 9:46,40.05,43.81,81,189,52,2.91,79.65,0
Raw,9/12/2014 9:47,40.04,43.21,90,185,49,3.17,78.56,0
Raw,9/12/2014 9:48,40.69,42.99,84,185,46,2.96,78.16,0
Raw,9/12/2014 9:49,41.72,40.1,80,196,50,2.99,72.91,0
Raw,9/12/2014 9:50,41.2,43.75,87,214,55,3.54,79.55,0
Raw,9/12/2014 9:51,40.25,43.71,95,200,51,3.62,79.47,0
Raw,9/12/2014 9:52,40.86,40.1,97,185,48,3.42,72.91,0
Raw,9/12/2014 9:53,41.11,40.32,98,187,48,3.49,73.31,0
Raw,9/12/2014 9:54,41.51,41.77,86,195,46,3.19,75.95,0
Raw,9/12/2014 9:55,41.96,41.4,95,199,48,3.60,75.27,0
Raw,9/12/2014 9:56,40.87,41.57,96,193,55,3.53,75.58,0
Raw,9/12/2014 9:57,43.91,41.63,88,191,50,3.20,75.69,0
Raw,9/12/2014 9:58,41.6,40.39,98,185,53,3.45,73.44,0
Raw,9/12/2014 9:59,40.74,41.73,99,190,52,3.58,75.87,0
Raw,9/12/2014 10:00,41.82,42.77,93,203,53,3.59,77.76,0
Raw,9/12/2014 10:01,41.95,40.33,82,196,53,3.06,73.33,0
Raw,9/12/2014 10:02,42.28,42.67,81,205,52,3.16,77.58,0
Raw,9/12/2014 10:03,42.13,43.95,100,192,48,3.66,79.91,0
Raw,9/12/2014 10:04,40.54,40,92,216,53,3.78,72.73,0
Raw,9/12/2014 10:05,43.71,40.87,86,180,48,2.95,74.31,0
Raw,9/12/2014 10:06,42.79,41.59,88,206,50,3.45,75.62,0
Raw,9/12/2014 10:07,41.67,42.83,94,191,47,3.42,77.87,0
Raw,9/12/2014 10:08,41.18,42.63,85,217,47,3.51,77.51,0
Raw,9/12/2014 10:09,41.69,41.72,81,208,49,3.21,75.85,0
Raw,9/12/2014 10:10,42.28,40.69,83,217,48,3.43,73.98,0
Raw,9/12/2014 10:11,40.01,41.99,85,188,48,3.04,76.35,0
Raw,9/12/2014 10:12,40.79,41.01,94,183,49,3.28,74.56,0
Raw,9/12/2014 10:13,42.61,42.25,87,189,51,3.13,76.82,0
Raw,9/12/2014 10:14,40.14,40.57,91,209,52,3.62,73.76,0
Raw,9/12/2014 10:15,42.73,41.67,81,201,46,3.10,75.76,0
Raw,9/12/2014 10:16,40.93,41.75,96,180,53,3.29,75.91,0
Raw,9/12/2014 10:17,44,41.67,80,217,53,3.31,75.76,0
Raw,9/12/2014 10:18,42.32,40.53,80,199,54,3.03,73.69,0
Raw,9/12/2014 10:19,43.2,43.33,90,210,51,3.60,78.78,0
Raw,9/12/2014 10:20,41.94,42.75,91,220,46,3.81,77.73,0
Raw,9/12/2014 10:21,42.58,41.72,91,180,53,3.12,75.85,0
Raw,9/12/2014 10:22,43.9,42.16,100,203,46,3.87,76.65,0
Raw,9/12/2014 10:23,43.78,41.31,87,212,51,3.51,75.11,0
Raw,9/12/2014 10:24,41.29,43.07,80,187,53,2.85,78.31,0
Raw,9/12/2014 10:25,43.32,43.58,84,209,50,3.34,79.24,0
Raw,9/12/2014 10:26,43.41,43.7,86,209,45,3.42,79.45,0
Raw,9/12/2014 10:27,40.59,43.69,84,199,55,3.18,79.44,0
Raw,9/12/2014 10:28,43.19,43.44,84,180,53,2.88,78.98,0
Raw,9/12/2014 10:29,40.91,42.67,94,220,46,3.94,77.58,0
Raw,9/12/2014 10:30,41.59,40.56,98,186,54,3.47,73.75,0
Raw,9/12/2014 10:31,43.8,41.56,98,217,49,4.05,75.56,0
Raw,9/12/2014 10:32,44.6,43.88,97,233,52,4.30,81.09,0
Raw,9/12/2014 10:33,43.41,43.73,103,224,52,4.39,78.93,0
Raw,9/12/2014 10:34,44.16,44.47,98,230,52,4.29,80.29,0
Raw,9/12/2014 10:35,44.3,44.96,95,223,55,4.03,80.55,0
Raw,9/12/2014 10:36,43.89,44.12,99,236,53,4.45,79.80,0
Raw,9/12/2014 10:37,42.99,42.54,101,220,52,4.23,78.16,0
Raw,9/12/2014 10:38,43.46,44.19,98,236,55,4.40,79.02,0
Raw,9/12/2014 10:39,43.46,44.37,99,234,52,4.41,79.02,0
Raw,9/12/2014 10:40,44.61,42.71,102,225,53,4.37,81.11,0
Raw,9/12/2014 10:41,42.5,43.12,105,234,52,4.68,77.27,0
Raw,9/12/2014 10:42,43.31,43.55,95,235,52,4.25,78.75,0
Raw,9/12/2014 10:43,42.57,44.22,98,232,52,4.33,77.40,0
Raw,9/12/2014 10:44,43.75,44.02,103,231,53,4.53,79.55,0
Raw,9/12/2014 10:45,42.51,43.27,95,225,55,4.07,77.29,0
Raw,9/12/2014 10:46,42.03,43.47,95,231,55,4.18,76.42,0
Raw,9/12/2014 10:47,42.46,44.14,95,225,52,4.07,77.20,0
Raw,9/12/2014 10:48,44.46,44.27,98,233,54,4.35,80.84,0
Raw,9/12/2014 10:49,44.5,42.9,101,239,54,4.60,80.91,0
Raw,9/12/2014 10:50,42.34,44.41,100,223,53,4.25,76.98,0
Raw,9/12/2014 10:51,44.94,44.61,96,230,52,4.20,81.71,0
Raw,9/12/2014 10:52,44.08,43.43,99,228,53,4.30,80.15,0
Raw,9/12/2014 10:53,42.79,42.51,100,231,54,4.40,77.80,0
Raw,9/12/2014 10:54,44.68,42.88,98,234,55,4.37,81.24,0
Raw,9/12/2014 10:55,42.9,43.26,104,236,53,4.67,78.00,0
Raw,9/12/2014 10:56,43.68,43.5,105,230,55,4.60,79.42,0
Raw,9/12/2014 10:57,44.24,43.3,103,238,55,4.67,80.44,0
Raw,9/12/2014 10:58,43.38,42.93,103,221,52,4.33,78.87,0
Raw,9/12/2014 10:59,44.42,44.9,100,233,52,4.44,80.76,0
Raw,9/12/2014 11:00,43.14,44.26,97,234,54,4.32,78.44,0
Raw,9/12/2014 11:01,42.57,44.94,101,229,52,4.40,77.40,0
Raw,9/12/2014 11:02,43.02,42.41,97,225,54,4.16,78.22,0
Raw,9/12/2014 11:03,44.39,42.11,95,231,53,4.18,80.71,0
Raw,9/12/2014 11:04,44.05,43.77,95,233,54,4.21,80.09,0
Raw,9/12/2014 11:05,42.28,43.63,103,221,53,4.33,76.87,0
Raw,9/12/2014 11:06,44.16,42.93,103,228,55,4.47,80.29,0
Raw,9/12/2014 11:07,44.72,42.05,97,221,53,4.08,81.31,0
Raw,9/12/2014 11:08,43.4,44.72,98,220,55,4.11,78.91,0
Raw,9/12/2014 11:09,42.22,42.76,102,220,53,4.27,76.76,0
Raw,9/12/2014 11:10,44.25,44.35,97,224,55,4.14,80.45,0
Raw,9/12/2014 11:11,44.68,44.85,97,234,55,4.32,81.24,0
Raw,9/12/2014 11:12,44.06,42.3,98,240,54,4.48,80.11,0
Raw,9/12/2014 11:13,42.8,42.8,105,229,54,4.58,77.82,0
Raw,9/12/2014 11:14,43.38,43.17,98,227,54,4.24,78.87,0
Raw,9/12/2014 11:15,42.09,40.56,104,222,53,4.40,76.53,0
Raw,9/12/2014 11:16,40.2,40.25,100,203,45,3.87,73.18,0
Raw,9/12/2014 11:17,41.13,42.33,96,193,50,3.53,76.96,0
Raw,9/12/2014 11:18,40.67,43.34,98,197,51,3.68,78.80,0
Raw,9/12/2014 11:19,42.24,41,80,192,50,2.92,74.55,0
Raw,9/12/2014 11:20,42.38,41.7,87,188,53,3.11,75.82,0
Raw,9/12/2014 11:21,43.78,40.13,92,185,45,3.24,72.96,0
Raw,9/12/2014 11:22,41.26,43.09,82,201,46,3.14,78.35,0
Raw,9/12/2014 11:23,41.74,42.09,80,180,55,2.74,76.53,0
Raw,9/12/2014 11:24,43.05,42.09,99,190,52,3.58,76.53,0
Raw,9/12/2014 11:25,41.01,40.36,82,214,53,3.34,73.38,0
Raw,9/12/2014 11:26,40.65,43.38,90,190,52,3.26,78.87,0
Raw,9/12/2014 11:27,40.1,42.59,88,183,48,3.07,77.44,0
Raw,9/12/2014 11:28,41.08,44,89,210,47,3.56,80.00,0
Raw,9/12/2014 11:29,42.01,41.94,82,199,47,3.11,76.25,0
Raw,9/12/2014 11:30,41.36,40.88,83,218,52,3.45,74.33,0
Raw,9/12/2014 11:31,40.18,42.29,94,211,52,3.78,76.89,0
Raw,9/12/2014 11:32,40.56,42.79,90,199,49,3.41,77.80,0
Raw,9/12/2014 11:33,43.08,40.4,90,195,49,3.34,73.45,0
Raw,9/12/2014 11:34,42.73,43.29,100,202,51,3.85,78.71,0
Raw,9/12/2014 11:35,41.72,40.87,93,210,51,3.72,74.31,0
Raw,9/12/2014 11:36,43.51,40.38,90,207,48,3.55,73.42,0
Raw,9/12/2014 11:37,42.36,40.75,95,217,53,3.93,74.09,0
Raw,9/12/2014 11:38,41.88,40.05,85,189,54,3.06,72.82,0
Raw,9/12/2014 11:39,43.36,43.91,86,202,53,3.31,79.84,0
Raw,9/12/2014 11:40,40.44,43.47,90,204,45,3.50,79.04,0
Raw,9/12/2014 11:41,41.66,40.99,98,204,45,3.81,74.53,0
Raw,9/12/2014 11:42,42.8,40.27,87,189,46,3.13,73.22,0
Raw,9/12/2014 11:43,42.55,43.61,89,215,47,3.64,79.29,0
Raw,9/12/2014 11:44,40.56,40.63,85,189,50,3.06,73.87,0
Raw,9/12/2014 11:45,43.04,43.69,97,207,46,3.82,79.44,0
Raw,9/12/2014 11:46,42.42,43.01,100,208,46,3.96,78.20,0
Raw,9/12/2014 11:47,40.64,41.46,94,205,45,3.67,75.38,0
Raw,9/12/2014 11:48,41.55,42.54,95,206,48,3.73,77.35,0
